Textkey,-,string,string,string,string,string,string,string,string,string,string,string,string,_
BUILDABLE_NAME_100,"Building name - Keep this name as long as it appears, do not modify",Roman portico gate,Puerta de pórtico romano,PORTICVS,Ворота римского портика,Römisches Säulentor,Portique romain,罗马柱廊门,ローマ式ポーティコ門,Portão de pórtico romano,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
BUILDABLE_NAME_101,"Building name - Keep this name as long as it appears, do not modify",Patrician housing,Viviendas de patricios,DOMVS PATRICIORVM,Жилище патрициев,Patrizierhaus,Logement patricien,贵族住宅,貴族住宅,Moradias de patrícios,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
BUILDABLE_NAME_102,"Building name - Keep this name as long as it appears, do not modify",Circus Maximus,Circo Máximo,CIRCVS MAXIMVS,Большой ипподром,Zirkus Maximus,Cirque Maxime,大竞技场,チルコ・マッシモ,Circo Máximo,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
BUILDABLE_NAME_103,"Building name - Keep this name as long as it appears, do not modify",Chariots’ training building,Entrenamiento de cuadrigas,EXERCITATIO QVADRIGARVM,Училище колесничих,Ausbildungsgebäude für Wägen,Bâtiment de formation des auriges,战车训练营,チャリオット訓練棟,Treinamento de carruagens,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
BUILDABLE_NAME_104,"Building name - Keep this name as long as it appears, do not modify",Rural road,Camino rural,VIA RVSTICA,Просёлочная дорога,Landstraße,Route de campagne,乡间小道,田園道路,Rua rural,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
BUILDABLE_NAME_105,"Building name - Keep this name as long as it appears, do not modify",Paved road,Calzada,VIA MVNITA,Мощёная дорога,Gepflasterte Straße,Route pavée,铺砌道路,舗装道路,Rua pavimentada,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
BUILDABLE_NAME_106,"Building name - Keep this name as long as it appears, do not modify",Premium road,Camino premium,VIA PRAEDOMINICA,Роскошная дорога,Hochwertige Straße,Route supérieure,高级道路,プレミアム道路,Rua premium,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
BUILDABLE_NAME_107,"Building name - Keep this name as long as it appears, do not modify",Paved plot,Parcela pavimentada,AREA STRATA,Мощёная площадь,Gepflasterte Parzelle,Parcelle pavée,铺砌地块,舗装区画,Terreno pavimentado,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
BUILDABLE_NAME_108,"Building name - Keep this name as long as it appears, do not modify",Premium plot,Parcela premium,AREA PRAEDOMINICA,Роскошная площадь,Hochwertige Parzelle,Parcelle supérieure,高级地块,プレミアム区画,Terreno premium,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
BUILDABLE_NAME_109,Building name,Intersection of wall with aqueduct,Intersección de muralla con acueducto,"INTERSECTIO MVRORVM CVM AQUAEDVCTV",Стена с акведуком,Schnittpunkt einer Mauer mit einem Aquädukt,Intersection du rempart avec l’aqueduc,水渠城垛,水道橋と壁の交差点,Intersecção de muralha com aqueduto,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
BUILDABLE_DESC_0,Building description - Well,Extracts water from aquifers to supply nearby buildings within a small radius.,Extrae agua de depósitos subterráneos para abastecer a los edificios cercanos en un radio reducido.,NOT_TRANSLATED,"Извлекает воду из водоносного слоя, снабжая ей ближайшие здания в небольшой области.",Entzieht Wasser aus Grundwasserleitern zur Versorgung von Gebäuden in einem kleinen Umkreis.,Extrait de l’eau d’aquifères pour alimenter les bâtiments proches dans un petit rayon.,从地下水层提取水资源，供给附近的建筑，供给范围较小。,帯水脈から水を汲み上げ、小さな半径内の近隣の建物に供給する。,Extrai água de aquíferos para abastecer os edifícios próximos em um pequeno raio.,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
BUILDABLE_DESC_1,Building description - Watermill,Extracts water from rivers and lakes to be carried by aqueducts.,Extrae agua de ríos y lagos para transportarla por acueductos.,NOT_TRANSLATED,Поднимает воду из рек и озёр для передачи по акведукам.,"Entzieht Wasser aus Flüssen und Seen, um es über Aquädukte zu leiten.",Extrait de l’eau de rivières et de lacs à transporter par aqueducs.,从河流和湖泊中提取水资源，通过高架水渠输送。,川や湖から水を汲み上げ、水道橋で運ぶ。,Extrai água de rios e lagos para ser transportada por aquedutos.,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
BUILDABLE_DESC_2,Building description - Aqueduct,Carries water extracted by Watermills into Reservoirs.,Transporta el agua extraída por los molinos de agua a los Depósitos.,NOT_TRANSLATED,Переносит добытую водными колёсами воду в резервуары.,Transportiert das von Wassermühlen gewonnene Wasser in Reservoirs.,Transporte l’eau extraite par moulins à eau dans les réservoirs.,将水车提取的水输送到蓄水池中。,水車小屋で汲み上げた水をため池に運ぶ。,Transporta água extraída por Moinhos de Água para Reservatórios.,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
BUILDABLE_DESC_3,Building description - Reservoir,Distributes water to nearby buildings when connected to a working aqueduct.,Distribuye agua a los edificios cercanos cuando está conectado a un acueducto en funcionamiento.,NOT_TRANSLATED,Снабжает водой соседние здания при соединении с рабочим акведуком.,"Verteilt Wasser an nahe gelegene Gebäude, wenn es an ein funktionierendes Aquädukt angeschlossen ist.",Distribue l’eau aux bâtiments proches lorsqu’il y a une connexion à un aqueduc en fonctionnement.,连接到运作中的高架水渠，可向附近建筑分配水资源。,水道橋に接続している場合、近隣の建物に水を供給する。,Distribui água para edifícios próximos quando conectado a um aqueduto funcional.,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
BUILDABLE_DESC_4,Building description - Plebeian housing,Residential building that can house plebeians.,Edificio residencial que puede albergar plebeyos.,NOT_TRANSLATED,"Жилые здания, предназначенные для обитания плебеев.","Wohngebäude, das Plebejer aufnehmen kann.",Bâtiment résidentiel qui peut loger des plébéiens.,可容纳平民的住宅建筑。,平民を居住させることができる住宅用建物。,Edifício residencial que pode abrigar plebeus.,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
BUILDABLE_DESC_5,Building description - Engineers post,The workers assigned here will keep nearby buildings in good condition.,Los trabajadores asignados aquí mantendrán los edificios cercanos en buenas condiciones.,NOT_TRANSLATED,Назначенные сюда рабочие будут поддерживать соседние здания в исправном состоянии.,"Die Arbeiter, die hier tätig sind, werden die umliegenden Gebäude in gutem Zustand halten.",Les travailleurs affectés ici maintiendront les bâtiments en bon état.,这里的工人将维持附近建筑的良好状态。,ここに配属された労働者は、近隣の建物を良好な状態に保つ。,Os trabalhadores atribuídos aqui manterão os edifícios próximos em boas condições.,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
BUILDABLE_DESC_6,Building description - Tax office,Collect daily taxes from patricians living in nearby houses.,Recauda impuestos diarios de los patricios que viven en casas cercanas.,NOT_TRANSLATED,"Ежедневно собирает подати с патрициев, живущих в соседних домах.","Sammelt täglich Steuern von Patriziern, die in den umliegenden Häusern wohnen.",Collecte des impôts quotidiens des patriciens vivant dans les logements proches.,收取附近贵族住宅的每日税收。,近隣の住宅に住む貴族から毎日税金を徴収する。,Coleta impostos diários dos patrícios que vivem em casas próximas.,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
BUILDABLE_DESC_7,"Building description - MarketDo not translate elements between <> such as <color=green> and </color>",Provides resources to nearby houses to fulfill their needs.,Proporciona recursos a las casas cercanas para satisfacer sus necesidades.,NOT_TRANSLATED,Обеспечивает ресурсами ближайшие дома для удовлетворения их потребностей.,"Stellt den umliegenden Häusern Ressourcen zur Verfügung, um ihre Bedürfnisse zu decken.","Fournit des ressources aux logements proches, afin de répondre à leurs besoins.",为附近的住宅提供资源，以满足他们的需求。,近隣の住宅にリソースを提供し、彼らのニーズを満たす。,Fornece recursos para as casas próximas para atender suas necessidades.,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
BUILDABLE_DESC_8,"Building description - BathsDo not translate elements between <> such as <color=green> and </color>",Warm baths that will improve the citizens’ Health.,Baños calientes que mejorarán la Salud de los ciudadanos.,NOT_TRANSLATED,"Тёплые бани, которые благотворно влияют на здоровье жителей.","Warme Bäder, die die Gesundheit der Bürger verbessert.",Bains chauds qui améliorent la santé des citoyens.,温暖的浴场能改善市民的健康状况。,市民の健康を増進する温泉。,Banhos quentes que melhorarão a saúde dos cidadãos.,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
BUILDABLE_DESC_9,"Building description - Doctor’s officeDo not translate elements between <> such as <color=green>, </color> or <sprite=3><sprite=X> será sustituido por un icono",Doctors use <sprite=3> to perform treatments and keep your citizens healthy.,Los médicos emplean <sprite=3> para realizar tratamientos y mantener sanos a tus ciudadanos.,NOT_TRANSLATED,"Врачи используют <sprite=3>, чтобы лечить жителей и поддерживать их уровень здоровья.","Ärzte verwenden <sprite=3>, um Behandlungen vorzunehmen und die Gesundheit der Bürger zu erhalten.",Les docteurs utilisent <sprite=3> pour effectuer des traitements et maintenir la santé de vos citoyens.,医生在<sprite=3>进行诊治，保持市民健康。,医者は<sprite=3>を使って治療を行い、市民の健康を維持する。,Os médicos usam <sprite=3> para realizar tratamentos e manter seus cidadãos saudáveis.,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
BUILDABLE_DESC_11,"Building description - Acting schoolDo not translate elements between <> such as <color=green>, </color> or <sprite=3>",A place where your citizens can study to become Actors and perform for the masses in the Theater.,Un lugar en que tus ciudadanos pueden estudiar para convertirse en Actores y actuar para las masas en el Teatro.,NOT_TRANSLATED,"Здесь жители учатся, чтобы стать актёрами и выступать в театре для народных масс.","Ein Ort, an dem deine Bürger eine Ausbildung zum Schauspieler absolvieren und im Theater für das Publikum auftreten können.",Un lieu où vos citoyens peuvent étudier pour devenir acteur et se produire au théâtre pour les masses.,市民可以在这里学习成为演员，并在剧场为大众表演。,あなたの市民が俳優になるために勉強し、劇場で大衆のために演じることができる場所。,Um lugar onde seus cidadãos podem estudar para se tornarem Atores e se apresentarem para as massas no Teatro.,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
BUILDABLE_DESC_12,"Building description - TheaterDo not translate elements between <> such as <color=green>, </color> or <sprite=3>","From the tragedies of Naevius to the comedies of Plautus, plays will be performed here.","Desde las tragedias de Naevius hasta las comedias de Plauto, aquí se representarán las obras de teatro.",NOT_TRANSLATED,Здесь играют всё — от трагедий Невия до комедий Плавта.,Von den Tragödien des Naevius bis zu den Komödien des Plautus werden hier Stücke aufgeführt.,"Des tragédies de Névius aux comédies de Plaute, c’est ici que des pièces seront jouées.",从奈维乌斯的悲剧到普劳图斯的喜剧，这里将上演各种戏剧。,ナエヴィウスの悲劇からプラウトゥスの喜劇まで、ここで上演される。,"Das tragédias de Névio às comédias de Plauto, peças serão apresentadas aqui.",NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
BUILDABLE_DESC_13,"Building description - Gladiator schoolDo not translate elements between <> such as <color=green>, </color> or <sprite=3>",Train Gladiators to find glory or death in the Circus arena.,Entrena Gladiadores para que encuentren la gloria o la muerte en la arena del Circo.,NOT_TRANSLATED,"Обучает гладиаторов, которые найдут на арене свою славу или смерть.","Bilde Gladiatoren aus, um in der Zirkusarena Ruhm oder Tod zu erfahren.",Entraîne les gladiateurs qui trouveront la gloire ou la mort dans l’arène du cirque.,训练角斗士，让他们在竞技场中寻求荣耀或死亡。,サーカスの闘技場で栄光か死かを決める剣闘士を訓練する。,Treine Gladiadores para encontrar a glória ou a morte na arena do Circo.,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
BUILDABLE_DESC_14,"Building description - CircusDo not translate elements between <> such as <color=green>, </color> or <sprite=3>",A monumental building where gladiator fights will be held to increase happiness.,Edificio monumental donde se celebrarán luchas de gladiadores para aumentar la felicidad.,NOT_TRANSLATED,"Грандиозное сооружение, где проводят гладиаторские бои, которые повышают счастье.","Ein monumentales Gebäude, in dem Kämpfe zwischen Gladiatoren stattfinden, die das Glück steigern sollen.",Un bâtiment monumental où des combats de gladiateurs auront lieu pour augmenter le bonheur.,一座宏伟的建筑，通过角斗士比赛提升市民的幸福感。,幸福度を高めるために剣闘士の戦いが行われる記念碑的な建物。,Um edifício monumental onde lutas de gladiadores serão realizadas para aumentar a felicidade.,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
BUILDABLE_DESC_15,"Building description - TavernDo not translate elements between <> such as <color=green>, </color> or <sprite=3><sprite=X> será sustituido por un icono",In vino veritas. Increases citizens' happiness and consumes <sprite=22>.,In vino veritas. Aumenta la felicidad de los ciudadanos y consume <sprite=22>.,NOT_TRANSLATED,Ин вино веритас — истина в вине! Повышает счастье жителей и потребляет <sprite=22>.,In vino veritas. Steigert das Glück der Bürger und verbraucht <sprite=22>.,In vino veritas. Augemente le bonheur des citoyens et consomme <sprite=22>.,酒中有真理。增加市民的幸福感。会消耗<sprite=22>.,酒に酔えば、本音や欲望が表に出る。市民の幸福度を高め<sprite=22>を消費する。,In vino veritas. Aumenta a felicidade dos cidadãos e consome <sprite=22>.,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
BUILDABLE_DESC_16,"Building description - TribuneDo not translate elements between <> such as <color=green>, </color> or <sprite=3>","This is where people gather to listen to the latest news, gossip and political speeches.","Lugar de encuentro donde los ciudadanos se reunirán para escuchar las últimas noticias, cotilleos y discursos políticos.",NOT_TRANSLATED,"Здесь люди собираются, чтобы послушать свежие новости, слухи и политические речи.","Hier versammeln sich die Menschen, um die neuesten Nachrichten, Klatsch und politische Reden zu erfahren.","C’est là que les gens se réunissent pour écouter les dernières nouvelles, les potins et les discours politiques.",人们在这里聚集，听最新的新闻、八卦和政治演讲。,ここは最新のニュースやゴシップ、政治演説を聞くために人々が集まる場所。,"É aqui que as pessoas se reúnem para ouvir as últimas notícias, fofocas e discursos políticos.",NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
BUILDABLE_DESC_17,"Building description - LibraryDo not translate elements between <> such as <color=green>, </color> or <sprite=3>","Citizens come here to read scrolls, from Cicero's speeches to epic poems such as the Aeneid.","Los ciudadanos acudirán aquí a leer pergaminos, desde discursos de Cicerón hasta poemas épicos como la Eneida.",NOT_TRANSLATED,Жители читают здесь всевозможные свитки — от речей Цицерона до эпосов вроде «Энеиды».,"Die Bürger kommen hierher, um Schriftrollen zu studieren, von Ciceros Reden bis zu epischen Gedichten wie der Aeneis.","Les citoyens viennent ici pour lire des parchemins, des discours de Cicéron aux poèmes épiques tels que l’Énéide.",市民来这里阅读卷轴，从西塞罗的演讲到《埃涅阿斯纪》的史诗。,キケロの演説からアエネーイスの叙事詩まで、巻物を読むために市民が集まってくる。,"Os cidadãos vêm aqui para ler pergaminhos, desde os discursos de Cícero até poemas épicos como a Eneida.",NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
BUILDABLE_DESC_18,"Building description - SchoolDo not translate elements between <> such as <color=green>, </color> or <sprite=3>",The grammaticus will provide basic education to your citizens.,El grammaticus dará educación básica a tus ciudadanos.,NOT_TRANSLATED,Здесь грамматики преподадут вашим жителям основы образования.,Der Grammaticus wird den Bürgern eine Grundausbildung ermöglichen.,Les grammaticus fourniront une éducation de base à vos citoyens.,教师将为市民提供基础教育。,文献学者は市民に基本的な教育を提供する。,O grammaticus fornecerá educação básica para seus cidadãos.,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
